Time,yc_sqaured
198408,0.11500742007446758
198409,0.1538329061814931
198410,0.14247479797060186
198411,0.13556990574169187
198412,0.118566732035382
198501,0.1263139356467629
198502,0.11842055526549776
198503,0.11441459017601807
198504,0.10786403604281602
198505,0.14327214583319228
198506,0.19729275117439848
198507,0.12202047927314019
198508,0.09763869951302087
198509,0.1115312524403897
198510,0.08564230022281477
198511,0.09586282534684404
198512,0.10702298922318948
198601,0.1132293029813646
198602,0.15317874174356655
198603,0.15511193595723066
198604,0.1249288150556378
198605,0.13420503879420256
198606,0.1880487852115462
198607,0.10232672647469467
198608,0.09812653054585052
198609,0.14660658549443614
198610,0.09560591175971933
198611,0.07232190361053874
198612,0.06738416336430218
198701,0.06871076652105557
198702,0.060396745084024664
198703,0.08586045325043176
198704,0.16031847052143586
198705,0.16484124861931457
198706,0.1383364811178457
198707,0.0743305841862009
198708,0.11330435387840788
198709,0.1344465781402149
198710,0.3093822454279799
198711,0.09740370119456228
198712,0.14102501382551055
198801,0.15104801319858585
198802,0.09238840876053336
198803,0.08993386961643715
198804,0.08615978341768817
198805,0.0662824801023308
198806,0.1472208986672456
198807,0.07712639083689986
198808,0.08618263092115838
198809,0.1109035298188182
198810,0.07862959689231364
198811,0.0733564563282626
198812,0.08330522426931634
198901,0.06843079356063701
198902,0.08732600661377839
198903,0.08168326605260234
198904,0.08712344696688255
198905,0.11862136898528547
198906,0.1083007576658243
198907,0.06494460887892717
198908,0.09298966805871023
198909,0.06205581562626754
198910,0.06201561176836332
198911,0.054576862332006475
198912,0.057155503649650566
199001,0.08410555188283671
199002,0.12438610402325694
199003,0.07367907396261358
199004,0.06447901560408817
199005,0.10471436834412971
199006,0.07385823108920413
199007,0.06742994284217461
199008,0.15232067236320138
199009,0.07033010709959713
199010,0.10158515764861598
199011,0.08557093971588144
199012,0.09076571455949341
199101,0.12127965339933112
199102,0.0681409398280589
199103,0.07164506527909582
199104,0.06515735082164134
199105,0.056807533661224
199106,0.055205843447865235
199107,0.04967627223483005
199108,0.08256241667282142
199109,0.04574837451979761
199110,0.09044326399455531
199111,0.07003801495642063
199112,0.0826988842466015
199201,0.09533032026780994
199202,0.08194359177566948
199203,0.0766331493579361
199204,0.07693221242781602
199205,0.07840797510954461
199206,0.04227470559640303
199207,0.08514727059224562
199208,0.07719333603605939
199209,0.07552520619567446
199210,0.09934795038831254
199211,0.0790176560427632
199212,0.047482695170223445
199301,0.07767186276531753
199302,0.1000695053155708
199303,0.10070087653862121
199304,0.0807369164723067
199305,0.059786243416824106
199306,0.054729073626889946
199307,0.05910288348096761
199308,0.05186078818748545
199309,0.09328663600493045
199310,0.07471508470261318
199311,0.09887694516997148
199312,0.06696659404367077
199401,0.08863274153370156
199402,0.09194100665325071
199403,0.10391571689695404
199404,0.1949855353665706
199405,0.15226841123447385
199406,0.09672509800625488
199407,0.10532624990132065
199408,0.08941422754176806
199409,0.08704725609728042
199410,0.07102864952477744
199411,0.09947286169434545
199412,0.07683565745233376
199501,0.0818343878894156
199502,0.08586446620323289
199503,0.08816717529580878
199504,0.033306797509027736
199505,0.10410469042489391
199506,0.1272423012186087
199507,0.10138203680870289
199508,0.0730894651041544
199509,0.0816548339975467
199510,0.059058418254893115
199511,0.06377559579322863
199512,0.06665733029953345
199601,0.08897776856308759
199602,0.10913276521858074
199603,0.14853643253945578
199604,0.11464612232052945
199605,0.09567606421942185
199606,0.08646573692364275
199607,0.11963022294987465
199608,0.09688743400298887
199609,0.08323647171048379
199610,0.0893287894927829
199611,0.07163257665476341
199612,0.10421512097575769
199701,0.08545850769386937
199702,0.07400763196088993
199703,0.07203027442458944
199704,0.0761727208798834
199705,0.06342739747049428
199706,0.06740090345067391
199707,0.07658170394395787
199708,0.09982646199004823
199709,0.08705906818114892
199710,0.12009920047468291
199711,0.04642075896898563
199712,0.06320857172117263
199801,0.10444000704671713
199802,0.06774095903903621
199803,0.07328393743789219
199804,0.0786149896963683
199805,0.057531369142373605
199806,0.06369288190945388
199807,0.04240144950811408
199808,0.06925251566703684
199809,0.10574790130420617
199810,0.18330205354465073
199811,0.09868119967685339
199812,0.09059727333171877
199901,0.093669514161834
199902,0.11919190664520826
199903,0.08251708065897123
199904,0.0915233968800182
199905,0.10831258843167971
199906,0.10846382214350703
199907,0.07505391256008799
199908,0.106056122772678
199909,0.10154242621615887
199910,0.09639289995324843
199911,0.0622220351741572
199912,0.07298491400531774
200001,0.10176080814724967
200002,0.10721547324464431
200003,0.06986620040375999
200004,0.10915297852235031
200005,0.09642624298446159
200006,0.07253325380862632
200007,0.08006516989276868
200008,0.058541906093483524
200009,0.05803112610072222
200010,0.0504532883703045
200011,0.05689189414199815
200012,0.0818508576921735
200101,0.13928396112657807
200102,0.0719673400230693
200103,0.08358619335212977
200104,0.11658322749667534
200105,0.10121756831809112
200106,0.07416901329769851
200107,0.0730168046030233
200108,0.07601421740302818
200109,0.10876882461712652
200110,0.08419431724871508
200111,0.15346139241743298
200112,0.14922367606137396
200201,0.10359530122226863
200202,0.07761357990449083
200203,0.10703256346750205
200204,0.06718432382093213
200205,0.0915052244155591
200206,0.08961603382147786
200207,0.11079284203607759
200208,0.12574995577495135
200209,0.10689026181409714
200210,0.13733481969253078
200211,0.15318302843169115
200212,0.07461470798172137
200301,0.10416025534861047
200302,0.07759185320053158
200303,0.11902953974125463
200304,0.07141598875536662
200305,0.10828488848596335
200306,0.11122373360269495
200307,0.15750076850865682
200308,0.12503135280601535
200309,0.12614124312709576
200310,0.1164991195491369
200311,0.10484602892798564
200312,0.09931301738404183
200401,0.11588574334498568
200402,0.06694194736765229
200403,0.09257295179176497
200404,0.1263924215927166
200405,0.09840926197387823
200406,0.09725001488131568
200407,0.0884772451481851
200408,0.08057332879115996
200409,0.08167039006414825
200410,0.06891145063995978
200411,0.07768309350780836
200412,0.09033261472750095
200501,0.0612182858986541
200502,0.07675410318011078
200503,0.09215098289876533
200504,0.07825428093632465
200505,0.07041448927180417
200506,0.08276458994886972
200507,0.08726843908493644
200508,0.07237063390918154
200509,0.0660233689773108
200510,0.062350466915216986
200511,0.0825458250011815
200512,0.06548190284260928
200601,0.05451644436151785
200602,0.04725220518547384
200603,0.07210478331990386
200604,0.06632764160842493
200605,0.06506739975051455
200606,0.06467955434307945
200607,0.05568308858781109
200608,0.04397001768988341
200609,0.05592356258021781
200610,0.06176245450096103
200611,0.06314861279562707
200612,0.059512307404946264
200701,0.05549158161768829
200702,0.0668985236712012
200703,0.04906966696836818
200704,0.04998606347592024
200705,0.04040634726131677
200706,0.10642362220836557
200707,0.08687897081347766
200708,0.07707404775422602
200709,0.09639614844109685
200710,0.08154365805716224
200711,0.10891554400104751
200712,0.13360098687418384
200801,0.14005904476287742
200802,0.140632278578547
200803,0.15746974194914998
200804,0.10087351730450712
200805,0.09793315136267394
200806,0.10218094872778428
200807,0.10885952788288344
200808,0.08934727573135699
200809,0.20170125720510307
200810,0.1769672393153932
200811,0.2527568630891845
200812,0.18828412410215986
200901,0.1665439552429447
200902,0.15625782555366421
200903,0.22247918249921358
200904,0.11467570179510578
200905,0.15287851957027232
200906,0.16108404793206973
200907,0.1343555424512761
200908,0.12242346896991649
200909,0.10372033764260027
200910,0.1140163827483973
200911,0.06699069314317292
200912,0.0990218558569618
201001,0.075646244322013
201002,0.08935023710246924
201003,0.07345274023308604
201004,0.08415902786505176
201005,0.12947881871356032
201006,0.10947890254117043
201007,0.0818549971157293
201008,0.11939185990416876
201009,0.10744587376986875
201010,0.08076821165388451
201011,0.13081032567618656
201012,0.16727352290416994
201101,0.10072547213629644
201102,0.09200566643264549
201103,0.09195014131067189
201104,0.07113200162597466
201105,0.06230523142506981
201106,0.1058360716991082
201107,0.10122707249439879
201108,0.1864394390589534
201109,0.13111628464582328
201110,0.16226127820621714
201111,0.1018073493084224
201112,0.09385386213334315
201201,0.07605986838520068
201202,0.06655873717880802
201203,0.09083111251165493
201204,0.0841933464498481
201205,0.07342777706718484
201206,0.0950041546149023
201207,0.06915056357279875
201208,0.07761614169718185
201209,0.08244130655432484
201210,0.07633956665540087
201211,0.061971872042830625
201212,0.05431317827676595
201301,0.06606274790472359
201302,0.06474822850415565
201303,0.06326111671652156
201304,0.05595148517775654
201305,0.09958450008608369
201306,0.1061940439154153
201307,0.10149906621941664
201308,0.09707134645034018
201309,0.0884303203679823
201310,0.06022426565434883
201311,0.09175858282942072
201312,0.0631222677535692
201401,0.0737708550878445
201402,0.05926276718649641
201403,0.07244062926788894
201404,0.05910778850613598
201405,0.05520937907590932
201406,0.057622573028811436
201407,0.06163156422005183
201408,0.05052266401890388
201409,0.05858044344367275
201410,0.06656858846472158
201411,0.061841105447597654
201412,0.08294937454297693
201501,0.11554057480291298
201502,0.09871018280311382
201503,0.08619340415034171
201504,0.06935338519708512
201505,0.09615319487790573
201506,0.11172252189817608
201507,0.08934909269390896
201508,0.0835034632202219
201509,0.08008832680261264
201510,0.06691490747751898
201511,0.04787815127412672
201512,0.08752856304529724
201601,0.0680562178507786
201602,0.0835210541788938
201603,0.07249250819718962
201604,0.05696389428146094
201605,0.05794555111705592
201606,0.09831656301129697
201607,0.06830361919306766
201608,0.0651865668848089
201609,0.05965126807729124
201610,0.05369424589083108
201611,0.11319905305991292
201612,0.06931126604918023
201701,0.08008243932167632
201702,0.0602480429689449
201703,0.06327461246958394
201704,0.06458963740637791
201705,0.05410069551280486
201706,0.05204012205323727
201707,0.054868640694433375
201708,0.04995706443035041
201709,0.07002326984349633
201710,0.05058056972796144
201711,0.04771137381888475
201712,0.05127871238449575
201801,0.052173698709690894
201802,0.08743936192883728
201803,0.05523216189040235
201804,0.050674769835184354
201805,0.07374607029506523
201806,0.04740916876438381
201807,0.039751991321459096
201808,0.04236769080664592
201809,0.047201895309119134
201810,0.059927025203774416
201811,0.0444845782210002
201812,0.05884288895612155
201901,0.0678416188832174
201902,0.054675678637410664
201903,0.06181387786096252
201904,0.05811275735151396
201905,0.062121017558308504
201906,0.05571817171957182
201907,0.06047118649295904
201908,0.09737921217308405
201909,0.09161286423433705
201910,0.06951464324886704
201911,0.06509950698657122
201912,0.07111603110708975
202001,0.0724948723034537
202002,0.07987700571058579
202003,0.25908734923199417
202004,0.07973737225485467
202005,0.06117225814289247
202006,0.0670088027009716
202007,0.0360551637919822
202008,0.05156946833425538
202009,0.04261584381564659
202010,0.05734973054024916
202011,0.08570054893395032
202012,0.04615223313263444
202101,0.05701464608573742
202102,0.08349672517838715
202103,0.07114827850265645
202104,0.0550853724196436
202105,0.04639394618185658
202106,0.06849617715930942
202107,0.0777952176538033
202108,0.05452820855954527
202109,0.0704061821722904
202110,0.06250663002677284
202111,0.08935470743587083
202112,0.06990582548087203
202201,0.0838202740230235
202202,0.09710922789796968
202203,0.12542204609198795
202204,0.12173384107390882
202205,0.11140280050032052
202206,0.14216871582110566
202207,0.12065440798029661
202208,0.11656797846458133
202209,0.15361793162746587
202210,0.13423142668215643
202211,0.13157709392113964
202212,0.1113343666556299
202301,0.12316957000869183
202302,0.10697179110033446
202303,0.1456788445145857
202304,0.09077673589924845
202305,0.10675175463507623
202306,0.0983948667016095
202307,0.09998445186822141
202308,0.10176256989701643
202309,0.08143417572904348
202310,0.14758661454007718
202311,0.14076789595535427
202312,0.11506031365234907
